"numberOfVersionsUntil.","numberOfFixesUntil.","numberOfRefactoringsUntil.","numberOfAuthorsUntil.","linesAddedUntil.","maxLinesAddedUntil.","avgLinesAddedUntil.","linesRemovedUntil.","maxLinesRemovedUntil.","avgLinesRemovedUntil.","codeChurnUntil.","maxCodeChurnUntil.","avgCodeChurnUntil.","ageWithRespectTo.","weightedAgeWithRespectTo.","bugs"
1,0,0,1,1,1,1,1,1,1,0,0,0,170.143,0,"false"
3,0,0,3,20,16,6.66667,18,16,6,2,2,0.666667,82.1429,68,"true"
4,0,1,2,80,59,20,15,11,3.75,65,48,16.25,49,16.5536,"false"
3,0,0,2,45,43,15,45,43,15,0,0,0,90.5714,10.9968,"false"
3,0,0,2,92,85,30.6667,344,258,114.667,-252,0,-84,90.5714,11.0512,"false"
2,0,0,2,16,15,8,44,43,22,-28,0,-14,14,6.5625,"false"
2,0,0,2,56,55,28,13,12,6.5,43,43,21.5,264.857,257.041,"false"
20,1,0,8,184,50,9.2,165,51,8.25,19,25,0.95,366.857,165.044,"true"
2,0,1,1,61,60,30.5,41,40,20.5,20,20,10,11.7143,2.52927,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,20.7143,0,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
11,1,0,8,78,28,7.09091,88,51,8,-10,27,-0.909091,368.143,237.31,"true"
6,0,0,3,64,38,10.6667,10,5,1.66667,54,38,9,136.571,36.9531,"false"
3,0,0,2,18,16,6,5,3,1.66667,13,15,4.33333,136.571,49.9444,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,28,0,"false"
5,1,0,5,13,6,2.6,12,5,2.4,1,1,0.2,202.143,59.011,"false"
10,1,0,7,39,13,3.9,75,51,7.5,-36,3,-3.6,368.143,182.044,"false"
81,15,1,10,1262,128,15.5802,890,108,10.9877,372,51,4.59259,368.143,204.577,"true"
2,1,0,1,2,1,1,2,1,1,0,0,0,325.857,39.7857,"false"
3,0,0,1,25,16,8.33333,22,20,7.33333,3,15,1,136.571,30.8114,"false"
4,0,0,2,122,119,30.5,60,57,15,62,62,15.5,29.8571,15.2482,"true"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
2,0,0,1,15,14,7.5,6,5,3,9,9,4.5,3.42857,0.266667,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
4,0,0,1,10,5,2.5,7,3,1.75,3,3,0.75,55.1429,12.7143,"false"
4,0,0,3,29,13,7.25,61,51,15.25,-32,5,-8,368.143,152.256,"false"
5,2,0,5,11,6,2.2,11,5,2.2,0,1,0,119.286,47.7403,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,35.5714,0,"false"
3,0,0,1,3,1,1,3,1,1,0,0,0,247,24.2381,"false"
3,0,0,2,3,1,1,3,1,1,0,0,0,200.429,44.8571,"false"
14,3,0,8,73,13,5.21429,73,51,5.21429,0,11,0,368.143,194.02,"false"
13,2,0,8,338,151,26,174,51,13.3846,164,111,12.6154,349.571,231.055,"false"
3,1,0,2,8,6,2.66667,8,6,2.66667,0,0,0,264.857,220.839,"false"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,170.143,60.2449,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,193.286,80.0816,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
7,4,0,5,49,25,7,67,51,9.57143,-18,18,-2.57143,299.286,146.085,"false"
14,3,0,8,340,126,24.2857,425,310,30.3571,-85,52,-6.07143,241.714,115.235,"false"
3,1,0,3,42,35,14,16,10,5.33333,26,25,8.66667,101.714,79.1939,"true"
11,1,0,6,142,75,12.9091,78,51,7.09091,64,68,5.81818,368.143,248.907,"false"
2,0,0,1,2,1,1,2,1,1,0,0,0,151.571,0.857143,"false"
4,0,0,3,22,19,5.5,4,1,1,18,18,4.5,136.571,63.013,"false"
5,0,0,2,58,52,11.6,58,52,11.6,0,1,0,93.7143,14.9483,"false"
4,1,0,3,8,6,2,12,6,3,-4,0,-1,264.857,220.839,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,80.2857,0,"false"
14,6,0,6,125,34,8.92857,100,28,7.14286,25,19,1.78571,264.857,56.4354,"false"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,170.143,60.2449,"false"
9,1,0,3,9,1,1,9,1,1,0,0,0,250.143,19.0794,"false"
28,5,0,11,694,250,24.7857,282,51,10.0714,412,204,14.7143,368.143,162.464,"true"
1,0,0,1,1,1,1,1,1,1,0,0,0,234.714,0,"false"
6,1,0,4,34,26,5.66667,62,49,10.3333,-28,22,-4.66667,241.714,56.9538,"false"
2,0,0,2,1,1,0.5,1,1,0.5,0,0,0,99,0,"false"
4,0,0,3,69,60,17.25,62,60,15.5,7,4,1.75,90.5714,10.8944,"false"
3,0,0,1,116,114,38.6667,116,114,38.6667,0,0,0,70.8571,49.8498,"false"
3,0,0,3,4,3,1.33333,4,2,1.33333,0,1,0,180.286,131.893,"false"
2,0,0,1,17,16,8.5,2,1,1,15,15,7.5,136.571,45.042,"false"
5,2,0,2,172,165,34.4,56,49,11.2,116,116,23.2,70.1429,27.4377,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,63.2857,0,"false"
2,0,0,2,2,1,1,2,1,1,0,0,0,43.7143,18.3571,"false"
8,1,0,6,64,22,8,45,20,5.625,19,16,2.375,244.714,78.933,"false"
15,2,0,6,498,201,33.2,366,177,24.4,132,106,8.8,368.143,161.324,"false"
2,0,0,1,3,2,1.5,3,2,1.5,0,0,0,70.1429,18.0952,"false"
10,1,0,3,56,43,5.6,51,26,5.1,5,31,0.5,80,9.34694,"false"
5,0,0,5,70,43,14,18,8,3.6,52,36,10.4,190,146.902,"false"
4,0,0,4,31,13,7.75,68,51,17,-37,1,-9.25,349.571,143.184,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,63.2857,0,"false"
3,0,0,3,7,6,2.33333,6,5,2,1,1,0.333333,186.571,74.3265,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,63.2857,0,"false"
12,3,0,5,145,52,12.0833,52,13,4.33333,93,48,7.75,211.857,132.914,"false"
25,3,1,11,398,110,15.92,238,51,9.52,160,77,6.4,368.143,198.416,"true"
26,1,0,9,334,89,12.8462,221,51,8.5,113,54,4.34615,368.143,251.482,"true"
2,0,0,2,2,1,1,4,3,2,-2,0,-1,187,91.8571,"false"
12,3,0,4,430,295,35.8333,348,295,29,82,25,6.83333,90.5714,18.2093,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,35.5714,0,"false"
2,0,0,2,2,1,1,2,1,1,0,0,0,250.143,2.14286,"false"
4,0,0,4,9,6,2.25,9,5,2.25,0,1,0,143.857,52.7143,"false"
4,0,0,2,4,1,1,4,1,1,0,0,0,196.714,0.75,"false"
6,0,0,3,6,1,1,6,1,1,0,0,0,308,69.1667,"false"
8,1,0,1,72,19,9,24,13,3,48,18,6,55.1429,15.2698,"false"
11,3,0,5,352,128,32,192,128,17.4545,160,58,14.5455,151.143,74.1039,"false"
5,0,0,4,128,100,25.6,125,100,25,3,3,0.6,148.571,46.856,"false"
5,1,0,3,95,85,19,71,62,14.2,24,23,4.8,193.286,88.7594,"false"
9,3,0,2,213,119,23.6667,194,92,21.5556,19,27,2.11111,103.286,12.9215,"false"
3,1,0,2,7,6,2.33333,19,13,6.33333,-12,1,-4,170.143,60.2449,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,205.143,0,"false"
7,1,0,4,63,35,9,18,7,2.57143,45,33,6.42857,210.143,89.0612,"false"
5,0,0,3,18,15,3.6,9,5,1.8,9,10,1.8,121.571,47.5873,"false"
3,0,0,2,3,1,1,3,1,1,0,0,0,200.429,44.8571,"false"
3,0,0,2,87,83,29,11,7,3.66667,76,76,25.3333,29.8571,15.4795,"false"
4,1,0,3,97,79,24.25,88,79,22,9,7,2.25,121.571,84.5449,"false"
6,1,0,2,32,11,5.33333,14,5,2.33333,18,9,3,110.143,26.9509,"false"
2,0,0,2,3,2,1.5,2,1,1,1,1,0.5,51,7.42857,"false"
2,0,1,1,2,1,1,1,1,0.5,1,1,0.5,11.7143,1.28571,"false"
4,0,0,3,21,16,5.25,12,6,3,9,12,2.25,119.143,44.5442,"false"
2,0,0,1,16,15,8,2,1,1,14,14,7,80,68.4375,"false"
3,1,0,2,3,1,1,3,1,1,0,0,0,264.857,159.143,"false"
7,1,0,4,50,15,7.14286,67,51,9.57143,-17,13,-2.42857,368.143,151.086,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,62.7143,0,"false"
4,0,0,4,65,46,16.25,27,18,6.75,38,38,9.5,264.857,227.662,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,170.143,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,29.8571,0,"false"
2,0,0,2,1,1,0.5,2,1,1,-1,0,-0.5,180.286,0,"false"
3,0,0,2,1,1,0.333333,2,1,0.666667,-1,0,-0.333333,99,0,"false"
2,0,0,2,2,1,1,2,1,1,0,0,0,81,9,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
3,0,0,3,7,5,2.33333,7,5,2.33333,0,0,0,23.1429,15.8775,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,151.571,0,"false"
46,7,0,10,991,136,21.5435,684,199,14.8696,307,133,6.67391,368.143,189.416,"true"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
5,2,0,2,22,13,4.4,59,51,11.8,-37,1,-7.4,349.857,135.565,"false"
7,1,0,5,46,18,6.57143,69,51,9.85714,-23,9,-3.28571,349.571,154.186,"false"
2,0,0,1,17,16,8.5,2,1,1,15,15,7.5,136.571,45.042,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
6,0,0,4,48,17,8,73,51,12.1667,-25,14,-4.16667,368.143,170.17,"false"
8,2,0,4,98,52,12.25,78,47,9.75,20,17,2.5,136.571,56.8426,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
4,0,0,3,9,6,2.25,9,5,2.25,0,1,0,211.286,74.3492,"false"
8,3,0,5,159,128,19.875,44,16,5.5,115,116,14.375,210.143,10.2749,"true"
2,0,0,2,2,1,1,2,1,1,0,0,0,29.8571,7.64286,"true"
1,0,0,1,1,1,1,1,1,1,0,0,0,195.143,0,"false"
2,0,0,1,17,16,8.5,2,1,1,15,15,7.5,132.286,41.0084,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,62.7143,0,"false"
2,0,0,1,4,3,2,3,2,1.5,1,1,0.5,63,1.60714,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,85,0,"false"
9,2,0,6,56,13,6.22222,73,51,8.11111,-17,11,-1.88889,368.143,172.074,"false"
2,1,0,1,40,39,20,2,1,1,38,38,19,34.1429,4.875,"true"
5,0,0,4,121,107,24.2,164,107,32.8,-43,0,-8.6,90.5714,11.3022,"false"
7,0,0,4,50,23,7.14286,48,27,6.85714,2,15,0.285714,136.571,30.3743,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
6,2,0,6,20,10,3.33333,23,13,3.83333,-3,1,-0.5,187,63.5,"false"
3,1,0,1,3,1,1,3,1,1,0,0,0,325.857,53.2381,"false"
13,2,0,7,278,119,21.3846,228,118,17.5385,50,72,3.84615,368.143,80.5118,"false"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,170.143,60.2449,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,194.286,0,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
4,0,0,2,4,1,1,4,1,1,0,0,0,316.286,26.1071,"false"
4,0,0,3,83,63,20.75,66,63,16.5,17,17,4.25,90.5714,13.0981,"false"
6,0,0,5,66,52,11,17,5,2.83333,49,47,8.16667,173.857,76.8528,"false"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,43.7143,31.4694,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,35.5714,0,"false"
2,0,1,1,8,7,4,8,7,4,0,0,0,30,16,"false"
22,3,0,7,230,106,10.4545,133,28,6.04545,97,79,4.40909,174.286,66.6702,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
4,0,0,2,4,1,1,4,1,1,0,0,0,302.714,36.6071,"false"
13,2,0,6,175,89,13.4615,30,8,2.30769,145,83,11.1538,173.857,98.0906,"false"
3,0,0,3,11,6,3.66667,10,5,3.33333,1,1,0.333333,123.857,31.013,"false"
2,0,0,1,2,1,1,2,1,1,0,0,0,247,26.4286,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
9,2,0,5,187,158,20.7778,175,158,19.4444,12,6,1.33333,151.143,23.3155,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,46.8571,0,"false"
12,7,0,5,12,1,1,12,1,1,0,0,0,367.143,78.2381,"false"
35,7,1,9,711,203,20.3143,771,433,22.0286,-60,196,-1.71429,241.857,126.647,"true"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,170.143,60.2449,"false"
6,1,0,3,25,16,4.16667,149,138,24.8333,-124,13,-20.6667,151.143,111.337,"false"
4,0,0,2,24,17,6,6,4,1.5,18,17,4.5,44.8571,37.256,"false"
2,0,0,1,6,5,3,1,1,0.5,5,5,2.5,19.7143,0.119048,"false"
7,1,0,3,101,30,14.4286,22,16,3.14286,79,30,11.2857,136.571,98.8543,"false"
6,0,0,4,88,29,14.6667,15,7,2.5,73,27,12.1667,211.857,126.529,"false"
3,0,0,3,10,6,3.33333,12,6,4,-2,1,-0.666667,211.857,68.2286,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
7,1,0,1,7,1,1,7,1,1,0,0,0,187.286,0.979592,"false"
6,0,0,4,49,23,8.16667,65,51,10.8333,-16,23,-2.66667,368.143,132.746,"false"
4,3,0,2,33,19,8.25,15,7,3.75,18,12,4.5,83.4286,15.0433,"false"
6,0,0,2,551,268,91.8333,604,276,100.667,-53,0,-8.83333,39.7143,1.63158,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,35.5714,0,"false"
4,0,0,3,20,13,5,59,51,14.75,-39,1,-9.75,308.857,109.871,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
3,0,0,2,10,9,3.33333,14,12,4.66667,-4,0,-1.33333,82.1429,67.6286,"true"
28,4,0,9,387,166,13.8214,210,51,7.5,177,161,6.32143,368.143,140.47,"true"
3,0,0,3,9,6,3,14,8,4.66667,-5,1,-1.66667,170.143,51.0794,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,20.7143,0,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
2,0,0,1,2,1,1,2,1,1,0,0,0,70.1429,13.5714,"false"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,170.143,60.2449,"false"
2,0,0,2,24,23,12,3,2,1.5,21,21,10.5,64,27.244,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
3,1,0,1,17,13,5.66667,7,5,2.33333,10,8,3.33333,55.1429,3.59664,"false"
2,0,1,1,23,22,11.5,2,1,1,21,21,10.5,11.7143,4.50932,"false"
3,0,0,3,7,6,2.33333,8,5,2.66667,-1,1,-0.333333,170.143,60.2449,"false"
10,1,0,1,162,56,16.2,36,17,3.6,126,48,12.6,55.1429,11.0441,"false"
6,0,0,6,53,35,8.83333,42,28,7,11,7,1.83333,164.857,132.941,"false"
8,0,0,6,94,24,11.75,14,7,1.75,80,19,10,244.714,117.313,"false"
4,0,0,2,15,6,3.75,11,5,2.75,4,4,1,211,45.5429,"false"
5,1,0,4,115,84,23,95,84,19,20,16,4,90.5714,12.1255,"false"
27,7,0,8,731,179,27.0741,353,86,13.0741,378,119,14,241.714,144.604,"false"
3,0,0,2,163,118,54.3333,45,44,15,118,118,39.3333,90.5714,9.97546,"false"
13,0,0,6,96,23,7.38462,94,51,7.23077,2,23,0.153846,325,137.792,"false"
3,0,0,3,6,4,2,6,3,2,0,2,0,187,152.333,"false"
16,4,0,1,244,70,15.25,153,27,9.5625,91,44,5.6875,55.1429,11.1259,"true"
3,1,0,2,73,59,24.3333,66,59,22,7,7,2.33333,121.571,81.9765,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,216.286,0,"false"
3,0,0,1,24,16,8,10,8,3.33333,14,15,4.66667,136.571,32.0714,"false"
51,6,0,11,1172,174,22.9804,637,75,12.4902,535,107,10.4902,368.143,235.447,"true"
3,0,0,3,2,1,0.666667,1,1,0.333333,1,1,0.333333,99,8.64286,"false"
9,2,0,7,99,35,11,92,51,10.2222,7,26,0.777778,368.143,192.729,"false"
2,0,0,2,49,48,24.5,49,48,24.5,0,0,0,90.5714,11.0554,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,63.2857,0,"false"
2,1,0,1,5,4,2.5,19,18,9.5,-14,0,-7,55.1429,1.94286,"false"
2,0,0,1,42,41,21,5,4,2.5,37,37,18.5,62.7143,22.3129,"false"
3,0,0,3,2,1,0.666667,3,1,1,-1,0,-0.333333,70.1429,4.64286,"false"
2,0,0,1,2,1,1,2,1,1,0,0,0,53,3.07143,"false"
2,1,1,1,8,7,4,3,2,1.5,5,5,2.5,11.7143,2.375,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,30,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
6,0,0,6,22,14,3.66667,12,5,2,10,13,1.66667,144.286,83.3571,"false"
2,0,0,2,3,2,1.5,3,2,1.5,0,0,0,43.7143,24.4762,"false"
4,1,0,2,23,16,5.75,6,3,1.5,17,15,4.25,136.571,48.8385,"false"
5,2,0,2,79,29,15.8,26,14,5.2,53,16,10.6,60.8571,21.9114,"false"
7,0,0,5,292,195,41.7143,312,195,44.5714,-20,7,-2.85714,151,89.7378,"false"
56,15,0,9,758,98,13.5357,465,73,8.30357,293,55,5.23214,368.143,166.469,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
3,0,0,3,63,56,21,43,37,14.3333,20,19,6.66667,208.714,171.002,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,35.5714,0,"false"
10,0,0,5,40,13,4,66,51,6.6,-26,9,-2.6,368.143,185.707,"true"
4,1,0,2,4,1,1,4,1,1,0,0,0,250.143,10.5714,"false"
27,9,0,8,316,91,11.7037,210,55,7.77778,106,43,3.92593,368.143,102.066,"false"
4,0,0,2,90,72,22.5,85,72,21.25,5,4,1.25,75.4286,51.7698,"true"
1,0,0,1,1,1,1,1,1,1,0,0,0,4.14286,0,"false"
10,3,0,3,326,221,32.6,297,221,29.7,29,10,2.9,86.2857,9.94741,"true"
1,0,0,1,1,1,1,1,1,1,0,0,0,39.8571,0,"false"
12,1,0,6,79,18,6.58333,114,51,9.5,-35,7,-2.91667,349.571,155.192,"false"
4,1,0,3,10,6,2.5,9,5,2.25,1,1,0.25,209,69.2857,"false"
4,0,0,2,13,12,3.25,2,1,0.5,11,12,2.75,78.2857,39.4286,"false"
3,0,0,3,7,5,2.33333,7,3,2.33333,0,2,0,187,156.653,"false"
4,2,0,2,4,1,1,4,1,1,0,0,0,251.857,30.8571,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
3,0,0,2,79,41,26.3333,44,41,14.6667,35,35,11.6667,90.5714,10.34,"false"
2,1,0,1,5,4,2.5,8,7,4,-3,0,-1.5,80.2857,10.5143,"false"
3,0,0,1,19,16,6.33333,8,6,2.66667,11,15,3.66667,136.571,40.3609,"false"
20,3,0,8,196,74,9.8,113,51,5.65,83,68,4.15,368.143,251.561,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,216.286,0,"false"
7,3,0,2,86,49,12.2857,43,10,6.14286,43,39,6.14286,63,24.4784,"false"
1,0,1,1,1,1,1,1,1,1,0,0,0,11.7143,0,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,187.286,0,"false"
9,0,0,2,9,1,1,9,1,1,0,0,0,246.143,15.7937,"false"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,193.286,80.0816,"false"
2,1,0,1,2,1,1,2,1,1,0,0,0,325.857,39.7857,"false"
2,1,0,2,47,46,23.5,44,43,22,3,3,1.5,27.5714,6.85106,"false"
4,1,0,3,21,18,5.25,14,11,3.5,7,7,1.75,264.857,247.061,"false"
2,0,0,1,17,16,8.5,2,1,1,15,15,7.5,136.571,45.042,"false"
10,2,0,6,52,31,5.2,46,27,4.6,6,5,0.6,163.429,29.2994,"false"
3,0,0,2,18,16,6,9,5,3,9,11,3,136.571,49.9444,"false"
4,1,0,2,127,114,31.75,116,114,29,11,10,2.75,90.5714,13.667,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,6.57143,0,"false"
3,0,0,3,4,2,1.33333,7,3,2.33333,-3,0,-1,187,71.4286,"false"
14,6,0,1,269,89,19.2143,38,16,2.71429,231,73,16.5,94.2857,36.2459,"false"
3,0,0,3,20,13,6.66667,57,51,19,-37,1,-12.3333,368.143,166.193,"false"
5,0,0,3,24,15,4.8,56,53,11.2,-32,7,-6.4,146,6.02381,"false"
6,0,0,5,49,26,8.16667,65,51,10.8333,-16,21,-2.66667,368.143,247.601,"false"
10,3,0,3,108,56,10.8,109,56,10.9,-1,6,-0.1,90.5714,21.6005,"false"
2,0,0,2,7,6,3.5,6,5,3,1,1,0.5,170.143,60.2449,"false"
4,1,0,3,57,43,14.25,46,43,11.5,11,11,2.75,90.5714,19.8697,"false"
14,4,0,7,208,46,14.8571,106,46,7.57143,102,41,7.28571,191.429,62.5446,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,82,0,"false"
27,0,1,9,245,61,9.07407,164,50,6.07407,81,49,3,259.143,99.2315,"false"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
16,4,0,8,150,36,9.375,69,36,4.3125,81,20,5.0625,233,116.207,"false"
5,1,0,2,5,1,1,5,1,1,0,0,0,285.143,41.4286,"false"
4,0,0,2,3,2,0.75,4,2,1,-1,0,-0.25,78.2857,28.4762,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,205.143,0,"false"
2,0,0,2,4,3,2,4,3,2,0,0,0,7,2.25,"false"
2,0,0,1,7,6,3.5,6,5,3,1,1,0.5,103,2.69388,"false"
1,0,0,1,1,1,1,1,1,1,0,0,0,85,0,"false"
