"numberOfVersionsUntil.","numberOfFixesUntil.","numberOfRefactoringsUntil.","numberOfAuthorsUntil.","linesAddedUntil.","maxLinesAddedUntil.","avgLinesAddedUntil.","linesRemovedUntil.","maxLinesRemovedUntil.","avgLinesRemovedUntil.","codeChurnUntil.","maxCodeChurnUntil.","avgCodeChurnUntil.","ageWithRespectTo.","weightedAgeWithRespectTo.","bugs"
5,0,0,1,150,73,30,3,3,0.6,147,73,29.4,125.857,0.797143,"false"
9,1,1,6,29,8,3.22222,28,9,3.11111,1,5,0.111111,239.143,76.4384,"false"
7,0,0,1,265,195,37.8571,148,100,21.1429,117,95,16.7143,124.714,40.4232,"true"
4,0,0,2,28,17,7,28,18,7,0,9,0,163,58.2398,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,118.714,0,"true"
2,0,0,2,1,1,0.5,2,2,1,-1,0,-0.5,159.714,34.8571,"false"
7,0,1,3,13,8,1.85714,21,9,3,-8,0,-1.14286,162.143,36.5934,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,27.2857,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
13,2,0,3,316,122,24.3077,147,94,11.3077,169,122,13,180,7.31691,"false"
37,7,0,7,599,79,16.1892,302,73,8.16216,297,76,8.02703,239.143,80.1037,"false"
32,3,1,6,546,125,17.0625,546,122,17.0625,0,41,0,218.714,75.8618,"true"
9,0,0,1,51,19,5.66667,16,4,1.77778,35,19,3.88889,136.143,62.4594,"false"
18,0,0,5,143,93,7.94444,84,34,4.66667,59,59,3.27778,239.143,80.2717,"true"
55,6,0,6,1135,308,20.6364,509,110,9.25454,626,198,11.3818,239.143,73.7424,"true"
4,0,0,1,20,18,5,4,2,1,16,16,4,162.143,114.014,"false"
15,2,0,5,59,15,3.93333,53,35,3.53333,6,8,0.4,230.857,82.6053,"true"
6,0,0,5,20,12,3.33333,24,16,4,-4,0,-0.666667,239.143,29.4929,"false"
11,2,0,2,210,131,19.0909,171,121,15.5455,39,32,3.54545,127.857,7.57279,"true"
17,2,0,4,499,201,29.3529,437,166,25.7059,62,35,3.64706,239.143,66.2665,"true"
18,4,0,6,196,49,10.8889,147,38,8.16667,49,20,2.72222,239.143,44.8418,"true"
17,2,1,6,112,70,6.58824,135,86,7.94118,-23,4,-1.35294,239.143,24.6786,"true"
10,2,0,5,175,131,17.5,222,174,22.2,-47,6,-4.7,239.143,9.99592,"false"
6,0,0,1,249,113,41.5,36,33,6,213,113,35.5,125.857,4.91394,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
13,3,1,7,204,102,15.6923,160,118,12.3077,44,40,3.38462,239.143,28.458,"false"
13,0,0,3,415,162,31.9231,149,126,11.4615,266,162,20.4615,180,8.47401,"true"
14,0,0,6,139,33,9.92857,70,20,5,69,25,4.92857,239.143,64.4224,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,13,0,"false"
13,0,1,2,175,118,13.4615,90,32,6.92308,85,107,6.53846,162.143,117.165,"false"
2,0,0,1,2,2,1,2,2,1,0,0,0,162.143,51.1429,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
16,2,0,4,1064,372,66.5,1148,441,71.75,-84,38,-5.25,239.143,67.3051,"true"
12,1,0,1,436,142,36.3333,48,29,4,388,142,32.3333,125.857,15.2654,"true"
10,0,0,2,35,7,3.5,23,5,2.3,12,7,1.2,162.143,32.0939,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
6,0,0,1,78,29,13,16,11,2.66667,62,28,10.3333,85.1429,45.7198,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,40.8571,0,"false"
14,1,0,5,114,42,8.14286,148,41,10.5714,-34,19,-2.42857,239.143,52.2932,"true"
9,1,0,5,194,140,21.5556,204,161,22.6667,-10,13,-1.11111,239.143,22.2452,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,27.2857,0,"false"
3,0,0,1,166,83,55.3333,0,0,0,166,83,55.3333,125.857,0.5,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,40.8571,0,"false"
3,0,0,1,7,5,2.33333,7,5,2.33333,0,0,0,162.143,56.9592,"true"
2,0,0,1,2,2,1,2,2,1,0,0,0,162.143,51.1429,"false"
12,2,0,1,569,264,47.4167,111,47,9.25,458,264,38.1667,125.714,4.5059,"false"
2,0,0,1,9,9,4.5,3,3,1.5,6,6,3,27.2857,16.4286,"false"
7,0,0,1,219,79,31.2857,5,2,0.714286,214,79,30.5714,125.857,2.44749,"false"
96,12,0,3,4201,1063,43.7604,1315,360,13.6979,2886,1063,30.0625,180,42.1587,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,42,0,"false"
4,0,0,1,7,3,1.75,15,7,3.75,-8,0,-2,124.286,76.8163,"false"
4,0,0,1,4,2,1,3,2,0.75,1,1,0.25,34.8571,20.5714,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
134,23,1,8,2262,325,16.8806,2219,502,16.5597,43,159,0.320896,239.143,66.8093,"true"
9,2,0,1,388,161,43.1111,343,134,38.1111,45,27,5,178.857,28.7121,"true"
9,2,0,5,82,68,9.11111,90,77,10,-8,1,-0.888889,239.143,13.6638,"false"
7,1,0,4,37,29,5.28571,10,4,1.42857,27,27,3.85714,217.714,50.1622,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,53,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,27.2857,0,"false"
12,2,1,5,149,94,12.4167,25,6,2.08333,124,93,10.3333,229.143,77.0153,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,21.5714,0,"false"
6,0,0,1,205,76,34.1667,9,3,1.5,196,76,32.6667,125.714,6.77073,"false"
3,0,0,1,15,13,5,8,6,2.66667,7,7,2.33333,162.143,91.8762,"false"
6,0,0,1,184,88,30.6667,22,13,3.66667,162,88,27,125.857,0.482143,"false"
32,4,0,5,517,45,16.1563,347,101,10.8438,170,45,5.3125,223.714,82.9298,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
12,1,0,4,1191,522,99.25,1243,542,103.583,-52,8,-4.33333,239.143,62.356,"true"
43,3,0,7,872,184,20.2791,316,49,7.34884,556,139,12.9302,239.143,82.4025,"true"
9,2,1,2,142,51,15.7778,104,42,11.5556,38,19,4.22222,177.857,43.168,"false"
3,0,0,1,2,2,0.666667,5,3,1.66667,-3,0,-1,162.143,51.1429,"false"
13,1,0,3,167,40,12.8462,52,26,4,115,40,8.84615,180,15.7083,"false"
3,1,0,1,14,13,4.66667,15,14,5,-1,0,-0.333333,162.143,22.3673,"false"
3,0,0,1,250,125,83.3333,0,0,0,250,125,83.3333,125.286,0.214286,"true"
30,5,1,6,428,233,14.2667,425,266,14.1667,3,54,0.1,239.143,50.6575,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
19,1,0,6,126,32,6.63158,45,11,2.36842,81,27,4.26316,239.143,61.3379,"true"
23,4,1,6,1022,649,44.4348,1092,739,47.4783,-70,95,-3.04348,218.714,53.0108,"true"
15,1,0,6,151,74,10.0667,178,83,11.8667,-27,18,-1.8,239.143,36.4551,"false"
3,0,0,1,94,86,31.3333,8,7,2.66667,86,85,28.6667,162.143,28.8571,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,118.714,0,"false"
5,0,0,2,28,13,5.6,19,12,3.8,9,9,1.8,163,89.9388,"true"
20,4,1,7,439,259,21.95,524,306,26.2,-85,14,-4.25,239.143,64.603,"true"
9,1,0,5,52,15,5.77778,25,9,2.77778,27,8,3,239.143,42.8819,"true"
3,0,0,1,55,48,18.3333,20,14,6.66667,35,34,11.6667,162.143,29.1403,"false"
4,0,1,1,28,13,7,28,13,7,0,4,0,162.143,36.4898,"true"
21,0,0,2,263,67,12.5238,172,29,8.19048,91,43,4.33333,162.143,51.9723,"false"
13,2,0,1,421,183,32.3846,17,5,1.30769,404,183,31.0769,125.857,8.91347,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
2,0,0,1,10,10,5,0,0,0,10,10,5,40.8571,3.14286,"false"
3,0,0,1,3,2,1,3,2,1,0,0,0,27.2857,19.5238,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
5,0,0,3,81,38,16.2,5,3,1,76,38,15.2,180,1.85891,"true"
10,2,0,1,547,202,54.7,100,73,10,447,159,44.7,125.714,17.9888,"true"
37,3,1,7,541,47,14.6216,285,27,7.7027,256,44,6.91892,226.857,72.8463,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,27.2857,0,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,27.2857,0,"true"
2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,124.286,7.57143,"false"
7,0,0,1,27,15,3.85714,19,14,2.71429,8,8,1.14286,162.143,73.9894,"false"
2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,27.2857,14.2857,"false"
3,0,0,1,3,2,1,3,2,1,0,0,0,162.143,61.0476,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
14,2,0,2,312,136,22.2857,338,242,24.1429,-26,75,-1.85714,81.1429,11.4899,"true"
1,0,1,1,0,0,0,0,0,0,0,0,0,82.7143,0,"false"
2,0,0,1,16,16,8,3,3,1.5,13,13,6.5,81.2857,7.42857,"false"
20,2,0,6,161,50,8.05,122,60,6.1,39,24,1.95,239.143,75.8651,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
16,0,0,4,670,280,41.875,97,29,6.0625,573,280,35.8125,180,11.5712,"true"
77,14,1,7,790,125,10.2597,1000,183,12.987,-210,49,-2.72727,239.143,73.3463,"true"
7,0,1,2,93,56,13.2857,42,22,6,51,34,7.28571,162.143,114.169,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,118.714,0,"true"
40,3,1,7,2866,1355,71.65,2438,1432,60.95,428,145,10.7,239.143,39.0123,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
19,2,1,6,627,454,33,633,481,33.3158,-6,14,-0.315789,239.143,31.5443,"false"
5,0,0,1,361,177,72.2,1,1,0.2,360,177,72,125.857,1.08271,"true"
6,1,0,1,310,154,51.6667,5,4,0.833333,305,154,50.8333,125.857,0.506912,"false"
50,6,0,7,1467,430,29.34,516,170,10.32,951,374,19.02,239.143,74.5032,"true"
3,0,0,1,13,11,4.33333,4,2,1.33333,9,9,3,27.2857,18,"false"
18,4,1,2,232,62,12.8889,102,56,5.66667,130,62,7.22222,178.857,26.6299,"false"
2,0,0,1,3,3,1.5,1,1,0.5,2,2,1,27.2857,12.1429,"false"
11,0,0,5,260,142,23.6364,99,49,9,161,131,14.6364,239.143,34.961,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,40.8571,0,"false"
19,0,0,4,490,237,25.7895,193,62,10.1579,297,230,15.6316,176.143,45.9746,"false"
21,2,0,5,401,170,19.0952,204,141,9.71429,197,170,9.38095,239.143,45.7075,"false"
71,12,2,6,1323,371,18.6338,1984,747,27.9437,-661,28,-9.30986,218.714,54.4563,"true"
5,0,0,1,60,28,12,2,1,0.4,58,28,11.6,125,0.22619,"false"
13,0,0,1,646,285,49.6923,22,7,1.69231,624,285,48,125.857,6.21384,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
105,29,1,7,2604,285,24.8,2537,387,24.1619,67,111,0.638095,239.143,68.7444,"true"
23,4,1,7,207,61,9,153,56,6.65217,54,36,2.34783,239.143,67.7108,"true"
16,1,0,6,139,71,8.6875,209,120,13.0625,-70,3,-4.375,239.143,49.0504,"false"
16,1,0,4,313,110,19.5625,221,64,13.8125,92,46,5.75,239.143,71.078,"true"
18,2,0,1,1356,572,75.3333,140,52,7.77778,1216,572,67.5556,125.857,9.93753,"true"
14,2,0,6,155,89,11.0714,74,22,5.28571,81,75,5.78571,239.143,148.258,"true"
8,1,0,1,449,199,56.125,8,4,1,441,199,55.125,125.857,9.10945,"true"
27,4,1,5,472,102,17.4815,143,44,5.2963,329,66,12.1852,224,70.8021,"true"
7,1,0,5,45,27,6.42857,62,34,8.85714,-17,0,-2.42857,239.143,19.9016,"false"
5,0,0,1,147,72,29.4,2,2,0.4,145,72,29,125.857,0.705539,"false"
67,11,2,5,789,93,11.7761,905,230,13.5075,-116,89,-1.73134,218.714,63.453,"true"
12,2,0,7,220,104,18.3333,104,78,8.66667,116,102,9.66667,239.143,31.0792,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,40.8571,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
4,0,0,1,265,132,66.25,3,3,0.75,262,132,65.5,125.857,0.500809,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,53,0,"false"
18,4,1,6,251,128,13.9444,265,149,14.7222,-14,26,-0.777778,239.143,49.6773,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,39.7143,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,40.8571,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,13,0,"false"
169,35,1,7,2958,124,17.503,1610,128,9.52663,1348,104,7.97633,239.143,63.7094,"true"
9,0,0,3,342,161,38,16,6,1.77778,326,161,36.2222,180,3.12239,"true"
26,3,0,3,1624,335,62.4615,881,340,33.8846,743,335,28.5769,180,39.1218,"false"
4,0,0,1,280,165,70,62,62,15.5,218,165,54.5,125.857,0.401531,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
8,0,0,1,280,101,35,12,6,1.5,268,101,33.5,125.857,23.3423,"true"
18,2,0,4,344,101,19.1111,324,106,18,20,28,1.11111,239.143,59.1516,"true"
2,0,0,2,3,3,1.5,3,3,1.5,0,0,0,163,144.857,"true"
20,5,0,5,483,249,24.15,496,276,24.8,-13,23,-0.65,239.143,51.7232,"true"
26,4,2,3,224,63,8.61538,309,186,11.8846,-85,35,-3.26923,218.714,50.9311,"false"
5,0,0,1,91,43,18.2,4,3,0.8,87,43,17.4,125.857,3.32967,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
7,3,0,3,11,4,1.57143,13,4,1.85714,-2,0,-0.285714,217.286,71.4545,"false"
5,0,0,1,982,489,196.4,3,2,0.6,979,489,195.8,125.857,0.532296,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
10,3,0,4,110,37,11,91,25,9.1,19,27,1.9,237.714,36.3065,"true"
4,0,0,1,5,2,1.25,5,2,1.25,0,0,0,27.2857,11.0857,"true"
16,0,0,3,80,27,5,60,15,3.75,20,12,1.25,162.143,36.6125,"false"
11,0,0,6,88,26,8,39,13,3.54545,49,13,4.45455,239.143,58.4562,"true"
18,4,0,4,849,551,47.1667,871,570,48.3889,-22,44,-1.22222,239.143,64.3996,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,27.2857,0,"true"
4,0,0,2,46,29,11.5,37,26,9.25,9,20,2.25,163,58.2391,"true"
35,8,1,6,504,74,14.4,394,77,11.2571,110,37,3.14286,218.714,65.8846,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
5,0,1,2,8,4,1.6,3,3,0.6,5,3,1,162.143,18.125,"false"
8,0,0,1,101,86,12.625,15,10,1.875,86,76,10.75,155,90.215,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,155,0,"true"
6,0,0,5,17,9,2.83333,35,28,5.83333,-18,1,-3,239.143,33.7731,"false"
14,1,0,6,91,24,6.5,56,10,4,35,14,2.5,239.143,59.6986,"true"
11,0,0,2,134,84,12.1818,109,83,9.90909,25,79,2.27273,153.714,14.8571,"true"
25,8,1,6,230,69,9.2,207,60,8.28,23,21,0.92,227.286,34.2242,"true"
11,0,1,2,454,210,41.2727,38,14,3.45455,416,210,37.8182,125.857,8.03398,"true"
39,1,0,6,457,75,11.7179,238,66,6.10256,219,75,5.61538,239.143,52.698,"true"
12,2,0,2,234,80,19.5,160,58,13.3333,74,60,6.16667,178.714,29.7265,"true"
6,0,0,1,111,78,18.5,30,19,5,81,59,13.5,27.2857,11.7194,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,27.2857,0,"true"
32,4,0,7,383,130,11.9687,394,93,12.3125,-11,37,-0.34375,239.143,134.957,"true"
15,0,0,6,124,60,8.26667,158,86,10.5333,-34,3,-2.26667,239.143,53.3629,"false"
7,1,0,1,28,10,4,4,3,0.571429,24,10,3.42857,145.286,41.6582,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
31,5,0,4,2965,768,95.6452,2272,442,73.2903,693,619,22.3548,239.143,75.5909,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,27.2857,0,"false"
3,0,0,1,12,8,4,5,3,1.66667,7,6,2.33333,81,19.2381,"false"
15,2,0,1,1033,442,68.8667,73,28,4.86667,960,442,64,125.857,3.26151,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
8,1,0,2,57,37,7.125,57,42,7.125,0,33,0,179,2.4787,"false"
3,0,0,2,4,2,1.33333,4,2,1.33333,0,0,0,159,76.4286,"false"
3,0,0,1,234,117,78,0,0,0,234,117,78,125.857,0.5,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
15,1,0,1,1146,550,76.4,127,51,8.46667,1019,550,67.9333,125.857,0.858639,"true"
20,0,0,3,394,146,19.7,85,27,4.25,309,146,15.45,180,10.7237,"true"
9,0,0,3,212,86,23.5556,28,10,3.11111,184,86,20.4444,180,6.76954,"true"
4,0,0,1,41,15,10.25,29,14,7.25,12,8,3,42,10.446,"true"
18,2,0,4,526,140,29.2222,449,144,24.9444,77,33,4.27778,239.143,77.5598,"true"
3,0,0,1,136,68,45.3333,0,0,0,136,68,45.3333,125.857,0.5,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,42,0,"true"
31,1,0,1,2656,1111,85.6774,126,33,4.06452,2530,1111,81.6129,125.857,9.31847,"true"
13,1,1,4,78,16,6,56,10,4.30769,22,10,1.69231,231.429,65.7912,"false"
11,0,0,2,775,360,70.4545,60,23,5.45455,715,360,65,180,3.36479,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,40.8571,0,"false"
6,1,0,1,7,3,1.16667,2,1,0.333333,5,2,0.833333,127.857,34.7551,"true"
5,0,0,1,163,80,32.6,2,2,0.4,161,80,32.2,125.857,0.685364,"false"
7,1,0,5,200,190,28.5714,210,200,30,-10,0,-1.42857,239.143,7.53071,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
24,2,0,5,210,45,8.75,101,41,4.20833,109,27,4.54167,230.143,68.6218,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,40.8571,0,"false"
9,1,0,3,383,177,42.5556,161,70,17.8889,222,177,24.6667,180,1.96792,"false"
7,1,0,5,24,16,3.42857,85,43,12.1429,-61,0,-8.71429,239.143,25.3869,"false"
13,3,1,7,156,52,12,116,60,8.92308,40,23,3.07692,239.143,77.5147,"true"
38,7,0,6,795,296,20.9211,173,39,4.55263,622,257,16.3684,229,53.9493,"false"
9,0,0,1,671,341,74.5556,43,37,4.77778,628,341,69.7778,125.857,2.92463,"true"
12,0,0,1,662,282,55.1667,56,22,4.66667,606,282,50.5,125.857,4.61135,"false"
3,0,0,1,5,3,1.66667,1,1,0.333333,4,3,1.33333,27.2857,14.2,"false"
47,4,1,7,688,157,14.6383,575,161,12.234,113,46,2.40426,239.143,56.9778,"true"
32,6,1,7,877,162,27.4062,813,331,25.4063,64,102,2,237.143,40.9471,"false"
4,0,0,2,33,21,8.25,29,19,7.25,4,13,1,163,57.4805,"true"
10,0,0,4,55,27,5.5,51,27,5.1,4,2,0.4,218.857,29.1065,"true"
9,0,0,1,980,406,108.889,88,61,9.77778,892,406,99.1111,125.857,7.39883,"true"
9,0,0,4,345,149,38.3333,361,152,40.1111,-16,8,-1.77778,239.143,63.3379,"true"
12,1,0,6,116,86,9.66667,127,95,10.5833,-11,0,-0.916667,239.143,24.7007,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,53,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,11,0,"false"
8,1,0,1,51,22,6.375,22,7,2.75,29,22,3.625,81.1429,15.549,"false"
1,0,1,1,0,0,0,0,0,0,0,0,0,82.7143,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,"false"
14,3,1,2,157,61,11.2143,89,28,6.35714,68,33,4.85714,178.857,14.7607,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
2,0,0,1,2,2,1,2,2,1,0,0,0,118.714,75.4286,"false"
15,1,0,6,85,20,5.66667,41,9,2.73333,44,12,2.93333,239.143,56.2202,"true"
78,16,0,6,1442,252,18.4872,663,124,8.5,779,128,9.98718,239.143,93.6404,"true"
5,0,0,1,53,28,10.6,18,7,3.6,35,21,7,27.2857,17.9946,"false"
11,0,0,2,111,28,10.0909,151,55,13.7273,-40,7,-3.63636,173.857,26.7143,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
36,10,1,6,350,78,9.72222,511,141,14.1944,-161,51,-4.47222,239.143,38.1771,"true"
5,0,0,1,14,6,2.8,12,5,2.4,2,1,0.4,162.143,36.2653,"false"
24,4,0,6,269,92,11.2083,245,115,10.2083,24,19,1,239.143,64.3563,"true"
2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,124.286,7.57143,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,163,0,"true"
3,0,1,2,2,2,0.666667,2,2,0.666667,0,0,0,162.143,51.1429,"false"
4,0,0,3,7,4,1.75,7,4,1.75,0,0,0,218.857,27.1837,"false"
16,1,0,5,500,170,31.25,233,106,14.5625,267,170,16.6875,239.143,62.1743,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
7,0,0,1,136,59,19.4286,18,13,2.57143,118,59,16.8571,125.857,11.438,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
12,0,1,4,52,12,4.33333,50,15,4.16667,2,4,0.166667,231.429,59.2857,"false"
8,0,0,1,89,33,11.125,41,17,5.125,48,30,6,162.143,79.3034,"false"
3,0,0,1,3,2,1,1,1,0.333333,2,1,0.666667,27.2857,12.1429,"false"
20,5,1,6,1193,577,59.65,1018,670,50.9,175,81,8.75,218.714,118.121,"true"
12,0,0,3,305,92,25.4167,77,31,6.41667,228,92,19,180,9.5452,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,40.8571,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,13,0,"true"
1,0,0,1,0,0,0,0,0,0,0,0,0,27.2857,0,"false"
57,5,0,6,932,191,16.3509,314,30,5.50877,618,183,10.8421,239.143,82.1517,"true"
2,0,0,1,2,2,1,2,2,1,0,0,0,162.143,51.1429,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,40.8571,0,"false"
8,0,0,5,54,20,6.75,15,4,1.875,39,18,4.875,239.143,61.6508,"true"
14,2,1,2,203,45,14.5,74,16,5.28571,129,38,9.21429,178.857,20.4771,"false"
2,0,0,1,2,2,1,2,2,1,0,0,0,162.143,51.1429,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,85.1429,0,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,27.2857,0,"false"
6,0,1,2,281,139,46.8333,4,3,0.666667,277,139,46.1667,125.857,0.653279,"false"
7,1,0,1,221,91,31.5714,0,0,0,221,91,31.5714,125.714,4.79961,"true"
5,0,0,1,166,81,33.2,3,3,0.6,163,81,32.6,125.857,0.768503,"true"
19,1,0,6,119,37,6.26316,177,83,9.31579,-58,3,-3.05263,239.143,47.1332,"true"
